Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=425 | t_sim.max=0.00010625 | t_step.max=1.09633 | min_pressure=86.3883 | max_pressure=484.514 | min_temperature=276.117 | max_temperature=460.122 | memory_usage.max=1573.25
step.max=426 | t_sim.max=0.0001065 | t_step.max=1.09579 | min_pressure=72.8696 | max_pressure=484.506 | min_temperature=257.775 | max_temperature=460.12 | memory_usage.max=1573.25
step.max=427 | t_sim.max=0.00010675 | t_step.max=1.09574 | min_pressure=57.0003 | max_pressure=484.498 | min_temperature=219.496 | max_temperature=460.118 | memory_usage.max=1573.25
step.max=428 | t_sim.max=0.000107 | t_step.max=1.09505 | min_pressure=42.3765 | max_pressure=484.491 | min_temperature=174.26 | max_temperature=460.117 | memory_usage.max=1577.38
step.max=429 | t_sim.max=0.00010725 | t_step.max=1.09519 | min_pressure=34.1758 | max_pressure=484.483 | min_temperature=143.3 | max_temperature=460.115 | memory_usage.max=1577.38
step.max=430 | t_sim.max=0.0001075 | t_step.max=1.10268 | min_pressure=37.0659 | max_pressure=484.475 | min_temperature=148.391 | max_temperature=460.113 | memory_usage.max=1581.5
step.max=431 | t_sim.max=0.00010775 | t_step.max=1.09549 | min_pressure=52.9809 | max_pressure=484.467 | min_temperature=189.469 | max_temperature=460.111 | memory_usage.max=1582.38
step.max=432 | t_sim.max=0.000108 | t_step.max=1.09581 | min_pressure=80.9768 | max_pressure=484.46 | min_temperature=245.09 | max_temperature=460.109 | memory_usage.max=1583.38
step.max=433 | t_sim.max=0.00010825 | t_step.max=1.09578 | min_pressure=81.0767 | max_pressure=484.452 | min_temperature=273.38 | max_temperature=460.107 | memory_usage.max=1586.38
step.max=434 | t_sim.max=0.0001085 | t_step.max=1.09576 | min_pressure=66.1887 | max_pressure=484.444 | min_temperature=243.074 | max_temperature=460.105 | memory_usage.max=1586.38
step.max=435 | t_sim.max=0.00010875 | t_step.max=1.09511 | min_pressure=50.1266 | max_pressure=484.436 | min_temperature=199.613 | max_temperature=460.103 | memory_usage.max=1586.38
step.max=436 | t_sim.max=0.000109 | t_step.max=1.09644 | min_pressure=37.3681 | max_pressure=484.429 | min_temperature=156.488 | max_temperature=460.101 | memory_usage.max=1590.5
step.max=437 | t_sim.max=0.00010925 | t_step.max=1.09763 | min_pressure=33.2535 | max_pressure=484.421 | min_temperature=138.413 | max_temperature=460.099 | memory_usage.max=1590.5
step.max=438 | t_sim.max=0.0001095 | t_step.max=1.09739 | min_pressure=41.5715 | max_pressure=484.413 | min_temperature=160.448 | max_temperature=460.097 | memory_usage.max=1590.5
step.max=439 | t_sim.max=0.00010975 | t_step.max=1.09913 | min_pressure=62.8646 | max_pressure=484.405 | min_temperature=211.616 | max_temperature=460.095 | memory_usage.max=1594.62
step.max=440 | t_sim.max=0.00011 | t_step.max=1.0967 | min_pressure=88.066 | max_pressure=484.398 | min_temperature=266.431 | max_temperature=460.093 | memory_usage.max=1596.12
step.max=441 | t_sim.max=0.00011025 | t_step.max=1.1128 | min_pressure=74.9664 | max_pressure=484.39 | min_temperature=262.151 | max_temperature=460.091 | memory_usage.max=1596.12
step.max=442 | t_sim.max=0.0001105 | t_step.max=1.09677 | min_pressure=59.0456 | max_pressure=484.382 | min_temperature=225.248 | max_temperature=460.089 | memory_usage.max=1599.19
step.max=443 | t_sim.max=0.00011075 | t_step.max=1.09629 | min_pressure=43.5938 | max_pressure=484.375 | min_temperature=178.749 | max_temperature=460.088 | memory_usage.max=1599.19
step.max=444 | t_sim.max=0.000111 | t_step.max=1.09675 | min_pressure=33.7652 | max_pressure=484.367 | min_temperature=142.614 | max_temperature=460.086 | memory_usage.max=1602.31
step.max=445 | t_sim.max=0.00011125 | t_step.max=1.09587 | min_pressure=34.6112 | max_pressure=484.359 | min_temperature=141.144 | max_temperature=460.084 | memory_usage.max=1602.31
step.max=446 | t_sim.max=0.0001115 | t_step.max=1.09662 | min_pressure=48.6495 | max_pressure=484.351 | min_temperature=178.733 | max_temperature=460.082 | memory_usage.max=1606.44
step.max=447 | t_sim.max=0.00011175 | t_step.max=1.0956 | min_pressure=75.2159 | max_pressure=484.344 | min_temperature=235.964 | max_temperature=460.08 | memory_usage.max=1608.25
step.max=448 | t_sim.max=0.000112 | t_step.max=1.09524 | min_pressure=82.7921 | max_pressure=484.336 | min_temperature=276.355 | max_temperature=460.078 | memory_usage.max=1609.5
step.max=449 | t_sim.max=0.00011225 | t_step.max=1.09516 | min_pressure=68.1451 | max_pressure=484.328 | min_temperature=247.74 | max_temperature=460.076 | memory_usage.max=1609.5
step.max=450 | t_sim.max=0.0001125 | t_step.max=1.21342 | min_pressure=51.7618 | max_pressure=484.321 | min_temperature=204.781 | max_temperature=460.074 | memory_usage.max=1609.5
step.max=451 | t_sim.max=0.00011275 | t_step.max=1.09558 | min_pressure=37.9214 | max_pressure=484.313 | min_temperature=158.959 | max_temperature=460.073 | memory_usage.max=1618.75
step.max=452 | t_sim.max=0.000113 | t_step.max=1.09622 | min_pressure=32.103 | max_pressure=484.305 | min_temperature=135.101 | max_temperature=460.071 | memory_usage.max=1618.75
step.max=453 | t_sim.max=0.00011325 | t_step.max=1.09641 | min_pressure=38.5695 | max_pressure=484.298 | min_temperature=151.941 | max_temperature=460.069 | memory_usage.max=1618.75
step.max=454 | t_sim.max=0.0001135 | t_step.max=1.09571 | min_pressure=58.344 | max_pressure=484.29 | min_temperature=201.66 | max_temperature=460.067 | memory_usage.max=1618.75
step.max=455 | t_sim.max=0.00011375 | t_step.max=1.09539 | min_pressure=89.3712 | max_pressure=484.282 | min_temperature=258.21 | max_temperature=460.065 | memory_usage.max=1622.81
step.max=456 | t_sim.max=0.000114 | t_step.max=1.0959 | min_pressure=76.6556 | max_pressure=484.275 | min_temperature=265.519 | max_temperature=460.063 | memory_usage.max=1622.81
step.max=457 | t_sim.max=0.00011425 | t_step.max=1.09521 | min_pressure=60.7734 | max_pressure=484.267 | min_temperature=229.93 | max_temperature=460.062 | memory_usage.max=1626.31
step.max=458 | t_sim.max=0.0001145 | t_step.max=1.09501 | min_pressure=44.7424 | max_pressure=484.26 | min_temperature=182.825 | max_temperature=460.06 | memory_usage.max=1626.31
step.max=459 | t_sim.max=0.00011475 | t_step.max=1.09589 | min_pressure=33.653 | max_pressure=484.252 | min_temperature=142.792 | max_temperature=460.058 | memory_usage.max=1626.31
step.max=460 | t_sim.max=0.000115 | t_step.max=1.09585 | min_pressure=32.8325 | max_pressure=484.244 | min_temperature=135.758 | max_temperature=460.056 | memory_usage.max=1630.44
step.max=461 | t_sim.max=0.00011525 | t_step.max=1.09547 | min_pressure=45.2889 | max_pressure=484.237 | min_temperature=169.969 | max_temperature=460.054 | memory_usage.max=1630.44
step.max=462 | t_sim.max=0.0001155 | t_step.max=1.09544 | min_pressure=70.6256 | max_pressure=484.229 | min_temperature=227.379 | max_temperature=460.053 | memory_usage.max=1630.44
step.max=463 | t_sim.max=0.00011575 | t_step.max=1.09512 | min_pressure=84.1387 | max_pressure=484.222 | min_temperature=278.591 | max_temperature=460.051 | memory_usage.max=1634.56
step.max=464 | t_sim.max=0.000116 | t_step.max=1.09507 | min_pressure=69.734 | max_pressure=484.214 | min_temperature=251.389 | max_temperature=460.049 | memory_usage.max=1634.56
step.max=465 | t_sim.max=0.00011625 | t_step.max=1.09567 | min_pressure=53.1629 | max_pressure=484.207 | min_temperature=209.078 | max_temperature=460.047 | memory_usage.max=1634.56
step.max=466 | t_sim.max=0.0001165 | t_step.max=1.09582 | min_pressure=38.5162 | max_pressure=484.199 | min_temperature=161.421 | max_temperature=460.046 | memory_usage.max=1636.81
step.max=467 | t_sim.max=0.00011675 | t_step.max=1.09625 | min_pressure=31.3492 | max_pressure=484.192 | min_temperature=132.969 | max_temperature=460.044 | memory_usage.max=1636.81
step.max=468 | t_sim.max=0.000117 | t_step.max=1.09596 | min_pressure=36.2942 | max_pressure=484.185 | min_temperature=145.257 | max_temperature=460.042 | memory_usage.max=1636.81
step.max=469 | t_sim.max=0.00011725 | t_step.max=1.09732 | min_pressure=54.7947 | max_pressure=484.177 | min_temperature=193.428 | max_temperature=460.04 | memory_usage.max=1640.94
step.max=470 | t_sim.max=0.0001175 | t_step.max=1.10338 | min_pressure=85.4989 | max_pressure=484.17 | min_temperature=251.307 | max_temperature=460.039 | memory_usage.max=1640.94
step.max=471 | t_sim.max=0.00011775 | t_step.max=1.09543 | min_pressure=77.9906 | max_pressure=484.163 | min_temperature=268.083 | max_temperature=460.037 | memory_usage.max=1644.75
step.max=472 | t_sim.max=0.000118 | t_step.max=1.09577 | min_pressure=62.1848 | max_pressure=484.155 | min_temperature=233.639 | max_temperature=460.035 | memory_usage.max=1645.69
step.max=473 | t_sim.max=0.00011825 | t_step.max=1.09564 | min_pressure=45.7463 | max_pressure=484.148 | min_temperature=186.293 | max_temperature=460.033 | memory_usage.max=1645.69
step.max=474 | t_sim.max=0.0001185 | t_step.max=1.09628 | min_pressure=33.6869 | max_pressure=484.14 | min_temperature=143.349 | max_temperature=460.032 | memory_usage.max=1649
step.max=475 | t_sim.max=0.00011875 | t_step.max=1.09603 | min_pressure=31.5324 | max_pressure=484.132 | min_temperature=131.746 | max_temperature=460.03 | memory_usage.max=1649
step.max=476 | t_sim.max=0.000119 | t_step.max=1.09548 | min_pressure=42.6901 | max_pressure=484.125 | min_temperature=162.912 | max_temperature=460.028 | memory_usage.max=1653.06
step.max=477 | t_sim.max=0.00011925 | t_step.max=1.09801 | min_pressure=67.0131 | max_pressure=484.117 | min_temperature=220.102 | max_temperature=460.026 | memory_usage.max=1653.06
step.max=478 | t_sim.max=0.0001195 | t_step.max=1.09555 | min_pressure=85.1765 | max_pressure=484.109 | min_temperature=275.872 | max_temperature=460.025 | memory_usage.max=1656.44
step.max=479 | t_sim.max=0.00011975 | t_step.max=1.09561 | min_pressure=70.9875 | max_pressure=484.101 | min_temperature=254.18 | max_temperature=460.023 | memory_usage.max=1656.44
step.max=480 | t_sim.max=0.00012 | t_step.max=1.09594 | min_pressure=54.307 | max_pressure=484.094 | min_temperature=212.504 | max_temperature=460.021 | memory_usage.max=1658.38
step.max=481 | t_sim.max=0.00012025 | t_step.max=1.0953 | min_pressure=39.0598 | max_pressure=484.086 | min_temperature=163.591 | max_temperature=460.019 | memory_usage.max=1658.38
step.max=482 | t_sim.max=0.0001205 | t_step.max=1.09551 | min_pressure=30.8403 | max_pressure=484.078 | min_temperature=131.557 | max_temperature=460.018 | memory_usage.max=1662.44
step.max=483 | t_sim.max=0.00012075 | t_step.max=1.09601 | min_pressure=34.565 | max_pressure=484.071 | min_temperature=140.03 | max_temperature=460.016 | memory_usage.max=1662.44
step.max=484 | t_sim.max=0.000121 | t_step.max=1.09475 | min_pressure=52.0307 | max_pressure=484.063 | min_temperature=186.743 | max_temperature=460.014 | memory_usage.max=1662.44
step.max=485 | t_sim.max=0.00012125 | t_step.max=1.09624 | min_pressure=81.9607 | max_pressure=484.055 | min_temperature=245.8 | max_temperature=460.012 | memory_usage.max=1666.56
step.max=486 | t_sim.max=0.0001215 | t_step.max=1.09461 | min_pressure=79.02 | max_pressure=484.048 | min_temperature=270.004 | max_temperature=460.011 | memory_usage.max=1668.81
step.max=487 | t_sim.max=0.00012175 | t_step.max=1.09506 | min_pressure=63.2927 | max_pressure=484.04 | min_temperature=236.484 | max_temperature=460.009 | memory_usage.max=1669.94
step.max=488 | t_sim.max=0.000122 | t_step.max=1.1109 | min_pressure=46.5605 | max_pressure=484.033 | min_temperature=189.058 | max_temperature=460.007 | memory_usage.max=1669.94
step.max=489 | t_sim.max=0.00012225 | t_step.max=1.09597 | min_pressure=33.7602 | max_pressure=484.025 | min_temperature=143.94 | max_temperature=460.005 | memory_usage.max=1672.38
step.max=490 | t_sim.max=0.0001225 | t_step.max=1.09612 | min_pressure=30.5605 | max_pressure=484.018 | min_temperature=128.696 | max_temperature=460.004 | memory_usage.max=1672.38
step.max=491 | t_sim.max=0.00012275 | t_step.max=1.0955 | min_pressure=40.6858 | max_pressure=484.011 | min_temperature=157.288 | max_temperature=460.002 | memory_usage.max=1676.44
step.max=492 | t_sim.max=0.000123 | t_step.max=1.09488 | min_pressure=64.2369 | max_pressure=484.003 | min_temperature=214.306 | max_temperature=460 | memory_usage.max=1676.44
step.max=493 | t_sim.max=0.00012325 | t_step.max=1.09575 | min_pressure=85.9615 | max_pressure=483.996 | min_temperature=271.29 | max_temperature=459.999 | memory_usage.max=1676.44
step.max=494 | t_sim.max=0.0001235 | t_step.max=1.09641 | min_pressure=71.9453 | max_pressure=483.988 | min_temperature=256.266 | max_temperature=459.997 | memory_usage.max=1680.56
step.max=495 | t_sim.max=0.00012375 | t_step.max=1.09604 | min_pressure=55.1929 | max_pressure=483.981 | min_temperature=215.115 | max_temperature=459.995 | memory_usage.max=1680.56
step.max=496 | t_sim.max=0.000124 | t_step.max=1.09626 | min_pressure=39.4958 | max_pressure=483.973 | min_temperature=165.307 | max_temperature=459.994 | memory_usage.max=1684.06
step.max=497 | t_sim.max=0.00012425 | t_step.max=1.09647 | min_pressure=30.4685 | max_pressure=483.966 | min_temperature=130.523 | max_temperature=459.992 | memory_usage.max=1684.06
step.max=498 | t_sim.max=0.0001245 | t_step.max=1.096 | min_pressure=33.2434 | max_pressure=483.959 | min_temperature=135.937 | max_temperature=459.99 | memory_usage.max=1684.06
step.max=499 | t_sim.max=0.00012475 | t_step.max=1.09566 | min_pressure=49.9022 | max_pressure=483.952 | min_temperature=181.42 | max_temperature=459.989 | memory_usage.max=1688.19
step.max=500 | t_sim.max=0.000125 | t_step.max=1.21351 | min_pressure=79.272 | max_pressure=483.946 | min_temperature=241.488 | max_temperature=459.987 | memory_usage.max=1688.19
step.max=501 | t_sim.max=0.00012525 | t_step.max=1.09588 | min_pressure=79.7868 | max_pressure=483.939 | min_temperature=271.408 | max_temperature=459.985 | memory_usage.max=1697.25
step.max=502 | t_sim.max=0.0001255 | t_step.max=1.09491 | min_pressure=64.122 | max_pressure=483.933 | min_temperature=238.58 | max_temperature=459.984 | memory_usage.max=1697.25
step.max=503 | t_sim.max=0.00012575 | t_step.max=1.0951 | min_pressure=47.1724 | max_pressure=483.926 | min_temperature=191.118 | max_temperature=459.982 | memory_usage.max=1697.25
step.max=504 | t_sim.max=0.000126 | t_step.max=1.09569 | min_pressure=33.8125 | max_pressure=483.92 | min_temperature=144.372 | max_temperature=459.98 | memory_usage.max=1697.25
step.max=505 | t_sim.max=0.00012625 | t_step.max=1.09556 | min_pressure=29.8163 | max_pressure=483.913 | min_temperature=126.317 | max_temperature=459.979 | memory_usage.max=1700.31
step.max=506 | t_sim.max=0.0001265 | t_step.max=1.09659 | min_pressure=39.1532 | max_pressure=483.907 | min_temperature=152.87 | max_temperature=459.978 | memory_usage.max=1700.31
step.max=507 | t_sim.max=0.00012675 | t_step.max=1.09649 | min_pressure=62.1232 | max_pressure=483.9 | min_temperature=209.749 | max_temperature=459.976 | memory_usage.max=1700.31
step.max=508 | t_sim.max=0.000127 | t_step.max=1.10293 | min_pressure=86.5303 | max_pressure=483.894 | min_temperature=267.76 | max_temperature=459.975 | memory_usage.max=1704.44
step.max=509 | t_sim.max=0.00012725 | t_step.max=1.09611 | min_pressure=72.6421 | max_pressure=483.888 | min_temperature=257.757 | max_temperature=459.973 | memory_usage.max=1707.25
step.max=510 | t_sim.max=0.0001275 | t_step.max=1.09626 | min_pressure=55.8367 | max_pressure=483.881 | min_temperature=216.991 | max_temperature=459.972 | memory_usage.max=1707.75
step.max=511 | t_sim.max=0.00012775 | t_step.max=1.09656 | min_pressure=39.8039 | max_pressure=483.875 | min_temperature=166.523 | max_temperature=459.97 | memory_usage.max=1707.75
step.max=512 | t_sim.max=0.000128 | t_step.max=1.09637 | min_pressure=30.1719 | max_pressure=483.868 | min_temperature=129.67 | max_temperature=459.969 | memory_usage.max=1710.69
step.max=513 | t_sim.max=0.00012825 | t_step.max=1.09617 | min_pressure=32.2366 | max_pressure=483.862 | min_temperature=132.753 | max_temperature=459.967 | memory_usage.max=1710.69
step.max=514 | t_sim.max=0.0001285 | t_step.max=1.09518 | min_pressure=48.3002 | max_pressure=483.855 | min_temperature=177.303 | max_temperature=459.966 | memory_usage.max=1712.19
step.max=515 | t_sim.max=0.00012875 | t_step.max=1.09601 | min_pressure=77.27 | max_pressure=483.849 | min_temperature=238.238 | max_temperature=459.965 | memory_usage.max=1712.19
step.max=516 | t_sim.max=0.000129 | t_step.max=1.09779 | min_pressure=80.327 | max_pressure=483.842 | min_temperature=272.381 | max_temperature=459.963 | memory_usage.max=1712.19
step.max=517 | t_sim.max=0.00012925 | t_step.max=1.09498 | min_pressure=64.7027 | max_pressure=483.836 | min_temperature=240.032 | max_temperature=459.962 | memory_usage.max=1716.19
step.max=518 | t_sim.max=0.0001295 | t_step.max=1.09586 | min_pressure=47.5886 | max_pressure=483.829 | min_temperature=192.518 | max_temperature=459.96 | memory_usage.max=1717.38
step.max=519 | t_sim.max=0.00012975 | t_step.max=1.09641 | min_pressure=33.8152 | max_pressure=483.823 | min_temperature=144.559 | max_temperature=459.959 | memory_usage.max=1717.38
step.max=520 | t_sim.max=0.00013 | t_step.max=1.09611 | min_pressure=29.2363 | max_pressure=483.817 | min_temperature=124.422 | max_temperature=459.957 | memory_usage.max=1721.25
step.max=521 | t_sim.max=0.00013025 | t_step.max=1.09634 | min_pressure=38.0056 | max_pressure=483.81 | min_temperature=149.485 | max_temperature=459.956 | memory_usage.max=1721.25
step.max=522 | t_sim.max=0.0001305 | t_step.max=1.09647 | min_pressure=60.5727 | max_pressure=483.804 | min_temperature=206.318 | max_temperature=459.955 | memory_usage.max=1721.25
step.max=523 | t_sim.max=0.00013075 | t_step.max=1.09661 | min_pressure=86.9156 | max_pressure=483.797 | min_temperature=265.156 | max_temperature=459.953 | memory_usage.max=1725.38
step.max=524 | t_sim.max=0.000131 | t_step.max=1.09687 | min_pressure=73.1101 | max_pressure=483.791 | min_temperature=258.748 | max_temperature=459.952 | memory_usage.max=1725.38
step.max=525 | t_sim.max=0.00013125 | t_step.max=1.09539 | min_pressure=56.2562 | max_pressure=483.784 | min_temperature=218.211 | max_temperature=459.95 | memory_usage.max=1728.62
step.max=526 | t_sim.max=0.0001315 | t_step.max=1.09599 | min_pressure=39.9744 | max_pressure=483.778 | min_temperature=167.222 | max_temperature=459.949 | memory_usage.max=1729.44
step.max=527 | t_sim.max=0.00013175 | t_step.max=1.09595 | min_pressure=29.9079 | max_pressure=483.771 | min_temperature=128.861 | max_temperature=459.947 | memory_usage.max=1732.5
step.max=528 | t_sim.max=0.000132 | t_step.max=1.09587 | min_pressure=31.475 | max_pressure=483.765 | min_temperature=130.292 | max_temperature=459.946 | memory_usage.max=1732.5
step.max=529 | t_sim.max=0.00013225 | t_step.max=1.09538 | min_pressure=47.1383 | max_pressure=483.759 | min_temperature=174.247 | max_temperature=459.945 | memory_usage.max=1732.5
step.max=530 | t_sim.max=0.0001325 | t_step.max=1.09575 | min_pressure=75.859 | max_pressure=483.752 | min_temperature=235.896 | max_temperature=459.943 | memory_usage.max=1736.56
step.max=531 | t_sim.max=0.00013275 | t_step.max=1.09553 | min_pressure=80.6698 | max_pressure=483.746 | min_temperature=272.994 | max_temperature=459.942 | memory_usage.max=1736.56
step.max=532 | t_sim.max=0.000133 | t_step.max=1.11058 | min_pressure=65.0594 | max_pressure=483.739 | min_temperature=240.923 | max_temperature=459.94 | memory_usage.max=1736.56
step.max=533 | t_sim.max=0.00013325 | t_step.max=1.09655 | min_pressure=47.8167 | max_pressure=483.733 | min_temperature=193.3 | max_temperature=459.939 | memory_usage.max=1741.81
step.max=534 | t_sim.max=0.0001335 | t_step.max=1.09673 | min_pressure=33.7485 | max_pressure=483.726 | min_temperature=144.441 | max_temperature=459.938 | memory_usage.max=1742.69
step.max=535 | t_sim.max=0.00013375 | t_step.max=1.09683 | min_pressure=28.7722 | max_pressure=483.72 | min_temperature=122.864 | max_temperature=459.936 | memory_usage.max=1742.69
step.max=536 | t_sim.max=0.000134 | t_step.max=1.09524 | min_pressure=37.1737 | max_pressure=483.714 | min_temperature=146.979 | max_temperature=459.935 | memory_usage.max=1742.69
step.max=537 | t_sim.max=0.00013425 | t_step.max=1.09575 | min_pressure=59.5031 | max_pressure=483.707 | min_temperature=203.899 | max_temperature=459.933 | memory_usage.max=1746.81
step.max=538 | t_sim.max=0.0001345 | t_step.max=1.09508 | min_pressure=87.1437 | max_pressure=483.701 | min_temperature=263.415 | max_temperature=459.932 | memory_usage.max=1746.81
step.max=539 | t_sim.max=0.00013475 | t_step.max=1.09553 | min_pressure=73.3771 | max_pressure=483.694 | min_temperature=259.314 | max_temperature=459.93 | memory_usage.max=1750.94
step.max=540 | t_sim.max=0.000135 | t_step.max=1.09516 | min_pressure=56.4707 | max_pressure=483.688 | min_temperature=218.845 | max_temperature=459.929 | memory_usage.max=1750.94
step.max=541 | t_sim.max=0.00013525 | t_step.max=1.09557 | min_pressure=40.0069 | max_pressure=483.681 | min_temperature=167.414 | max_temperature=459.928 | memory_usage.max=1750.94
step.max=542 | t_sim.max=0.0001355 | t_step.max=1.09575 | min_pressure=29.65 | max_pressure=483.675 | min_temperature=128.012 | max_temperature=459.926 | memory_usage.max=1754.62
